개방자치단체코드,관리번호,시도명,시군구명,관리구역명,관리구역대상지역명,배출장소유형,배출장소,생활쓰레기배출방법,음식물쓰레기배출방법,재활용품배출방법,일시적다량폐기물배출방법,일시적다량폐기물배출장소,생활쓰레기배출요일,음식물쓰레기배출요일,재활용품배출요일,생활쓰레기배출시작시각,생활쓰레기배출종료시각,음식물쓰레기배출시작시각,음식물쓰레기배출종료시각,재활용품배출시작시각,재활용품배출종료시각,일시적다량폐기물배출시작시각,일시적다량폐기물배출종료시각,미수거일,관리부서명,관리부서전화번호,데이터기준일자,데이터갱신구분,데이터갱신시점,최종수정시점
4781000,202447810000400273,전북특별자치도,고창군,없음,대산면,거점수거,대산면 매산 마을회관 앞,쓰레기 종량제 봉투에 넣어 지정된 요일에 배출,물기를 최대한 제거한 후 전용용기 배출,재활용품 분리수거대 또는 투명한 비닐봉투에 담아 지정된 장소에 배출,면사무소에 신고 후 수수료를 납부하고 마대에 담아 지정된 장소에 배출,문전수거,월+화+수+목+금,월+목,월+화+수+목+금,20:00,05:00,20:00,20:00,20:00,05:00,09:00,16:00,법정공휴일+대체공휴일+토요일,대산면사무소,063-560-8365,2024-06-03,I,2025-12-15 16:20:32,2024-06-03 11:19:20
4781000,202447810000400316,전북특별자치도,고창군,없음,무장면,거점수거,무장면 도산마을회관 앞,쓰레기 종량제 봉투에 넣어 지정된 요일에 배출,물기를 최대한 제거한 후 전용용기 배출,재활용품 분리수거대 또는 투명한 비닐봉투에 담아 지정된 장소에 배출,면사무소에 신고 후 수수료를 납부하고 마대에 담아 지정된 장소에 배출,문전수거,월+화+수+목+금,월+수+금,월+화+수+목+금,20:00,05:00,20:00,20:00,20:00,05:00,09:00,16:00,법정공휴일+대체공휴일+토요일,무장면사무소,063-560-8203,2024-06-03,I,2025-12-15 16:20:32,2024-06-03 11:19:21
4781000,202447810000400016,전북특별자치도,고창군,없음,고수면,거점수거,고수면 우평 마을회관 앞,쓰레기 종량제 봉투에 넣어 지정된 요일에 배출,물기를 최대한 제거한 후 전용용기 배출,재활용품 분리수거대 또는 투명한 비닐봉투에 담아 지정된 장소에 배출,면사무소에 신고 후 수수료를 납부하고 마대에 담아 지정된 장소에 배출,문전수거,월+화+수+목+금,월+수+금,월+화+수+목+금,20:00,05:00,20:00,20:00,20:00,05:00,09:00,16:00,법정공휴일+대체공휴일+토요일,고수면사무소,063-560-8153,2024-06-03,I,2025-12-15 16:20:32,2024-06-03 11:19:19
4781000,202447810000400424,전북특별자치도,고창군,없음,성내면,거점수거,성내면 구동 마을회관옆,쓰레기 종량제 봉투에 넣어 지정된 요일에 배출,물기를 최대한 제거한 후 전용용기 배출,재활용품 분리수거대 또는 투명한 비닐봉투에 담아 지정된 장소에 배출,면사무소에 신고 후 수수료를 납부하고 마대에 담아 지정된 장소에 배출,문전수거,월+화+수+목+금,월+금,월+화+수+목+금,20:00,05:00,20:00,20:00,20:00,05:00,09:00,16:00,법정공휴일+대체공휴일+토요일,성내면사무소,063-560-8443,2024-06-03,I,2025-12-15 16:20:32,2024-06-03 11:19:21
4781000,202447810000400005,전북특별자치도,고창군,없음,고수면,거점수거,고수면 평지 마을회관 앞,쓰레기 종량제 봉투에 넣어 지정된 요일에 배출,물기를 최대한 제거한 후 전용용기 배출,재활용품 분리수거대 또는 투명한 비닐봉투에 담아 지정된 장소에 배출,면사무소에 신고 후 수수료를 납부하고 마대에 담아 지정된 장소에 배출,문전수거,월+화+수+목+금,월+수+금,월+화+수+목+금,20:00,05:00,20:00,20:00,20:00,05:00,09:00,16:00,법정공휴일+대체공휴일+토요일,고수면사무소,063-560-8153,2024-06-03,I,2025-12-15 16:20:32,2024-06-03 11:19:19
4781000,202447810000400597,전북특별자치도,고창군,없음,해리면,거점수거,해리면 수락 마을 입구,쓰레기 종량제 봉투에 넣어 지정된 요일에 배출,물기를 최대한 제거한 후 전용용기 배출,재활용품 분리수거대 또는 투명한 비닐봉투에 담아 지정된 장소에 배출,면사무소에 신고 후 수수료를 납부하고 마대에 담아 지정된 장소에 배출,문전수거,월+화,화+금,월+화,20:00,05:00,20:00,20:00,20:00,05:00,09:00,16:00,법정공휴일+대체공휴일+토요일,해리면사무소,063-560-8305,2024-06-03,I,2025-12-15 16:20:32,2024-06-03 11:19:22
4781000,202447810000400637,전북특별자치도,고창군,없음,흥덕면,거점수거,흥덕면 동사마을 흥덕주유소,쓰레기 종량제 봉투에 넣어 지정된 요일에 배출,물기를 최대한 제거한 후 전용용기 배출,재활용품 분리수거대 또는 투명한 비닐봉투에 담아 지정된 장소에 배출,면사무소에 신고 후 수수료를 납부하고 마대에 담아 지정된 장소에 배출,문전수거,월+화+목+금,월+수+금,월+화+목+금,20:00,05:00,20:00,20:00,20:00,05:00,09:00,16:00,법정공휴일+대체공휴일+토요일,흥덕면사무소,063-560-8429,2024-06-03,I,2025-12-15 16:20:32,2024-06-03 11:19:22
4781000,202447810000400465,전북특별자치도,고창군,없음,성송면,거점수거,성송면 향산 마을회관 앞,쓰레기 종량제 봉투에 넣어 지정된 요일에 배출,물기를 최대한 제거한 후 전용용기 배출,재활용품 분리수거대 또는 투명한 비닐봉투에 담아 지정된 장소에 배출,면사무소에 신고 후 수수료를 납부하고 마대에 담아 지정된 장소에 배출,문전수거,수+목,월+목,수+목,20:00,05:00,20:00,20:00,20:00,05:00,09:00,16:00,법정공휴일+대체공휴일+토요일,성송면사무소,063-560-8323,2024-06-03,I,2025-12-15 16:20:32,2024-06-03 11:19:22
4781000,202447810000400121,전북특별자치도,고창군,없음,고창읍,거점수거,고창읍 일군e랑아파트,쓰레기 종량제 봉투에 넣어 지정된 요일에 배출,물기를 최대한 제거한 후 전용용기 배출,재활용품 분리수거대 또는 투명한 비닐봉투에 담아 지정된 장소에 배출,면사무소에 신고 후 수수료를 납부하고 마대에 담아 지정된 장소에 배출,문전수거,월+화+수+목+금,화+목,월+화+수+목+금,20:00,05:00,20:00,20:00,20:00,05:00,09:00,16:00,법정공휴일+대체공휴일+토요일,고창읍사무소,063-560-8133,2024-06-03,I,2025-12-15 16:20:32,2024-06-03 11:19:20
4781000,202447810000400351,전북특별자치도,고창군,없음,부안면,거점수거,부안면 난산 마을회관앞,쓰레기 종량제 봉투에 넣어 지정된 요일에 배출,물기를 최대한 제거한 후 전용용기 배출,재활용품 분리수거대 또는 투명한 비닐봉투에 담아 지정된 장소에 배출,면사무소에 신고 후 수수료를 납부하고 마대에 담아 지정된 장소에 배출,문전수거,월+화+수+목+금,화+목,월+화+수+목+금,20:00,05:00,20:00,20:00,20:00,05:00,09:00,16:00,법정공휴일+대체공휴일+토요일,부안면사무소,063-560-8516,2024-06-03,I,2025-12-15 16:20:32,2024-06-03 11:19:21
4781000,202447810000400608,전북특별자치도,고창군,없음,해리면,거점수거,해리면 가재지 마을회관 옆,쓰레기 종량제 봉투에 넣어 지정된 요일에 배출,물기를 최대한 제거한 후 전용용기 배출,재활용품 분리수거대 또는 투명한 비닐봉투에 담아 지정된 장소에 배출,면사무소에 신고 후 수수료를 납부하고 마대에 담아 지정된 장소에 배출,문전수거,월+금,화+금,월+금,20:00,05:00,20:00,20:00,20:00,05:00,09:00,16:00,법정공휴일+대체공휴일+토요일,해리면사무소,063-560-8305,2024-06-03,I,2025-12-15 16:20:32,2024-06-03 11:19:22
4781000,202447810000400650,전북특별자치도,고창군,없음,흥덕면,거점수거,흥덕면 흥동마을 (구) 동아일보,쓰레기 종량제 봉투에 넣어 지정된 요일에 배출,물기를 최대한 제거한 후 전용용기 배출,재활용품 분리수거대 또는 투명한 비닐봉투에 담아 지정된 장소에 배출,면사무소에 신고 후 수수료를 납부하고 마대에 담아 지정된 장소에 배출,문전수거,월+화+목+금,월+수+금,수,20:00,05:00,20:00,20:00,20:00,05:00,09:00,16:00,법정공휴일+대체공휴일+토요일,흥덕면사무소,063-560-8429,2024-06-03,I,2025-12-15 16:20:32,2024-06-03 11:19:23
4781000,202447810000400001,전북특별자치도,고창군,없음,고수면,거점수거,고수면 예지 마을회관 앞,쓰레기 종량제 봉투에 넣어 지정된 요일에 배출,물기를 최대한 제거한 후 전용용기 배출,재활용품 분리수거대 또는 투명한 비닐봉투에 담아 지정된 장소에 배출,면사무소에 신고 후 수수료를 납부하고 마대에 담아 지정된 장소에 배출,문전수거,월+화+수+목+금,월+수+금,월+화+수+목+금,20:00,05:00,20:00,20:00,20:00,05:00,09:00,16:00,법정공휴일+대체공휴일+토요일,고수면사무소,063-560-8153,2024-06-03,I,2025-12-15 16:20:32,2024-06-03 11:19:19
4781000,202447810000400451,전북특별자치도,고창군,없음,성송면,거점수거,성송면 계촌 마을회관 앞,쓰레기 종량제 봉투에 넣어 지정된 요일에 배출,물기를 최대한 제거한 후 전용용기 배출,재활용품 분리수거대 또는 투명한 비닐봉투에 담아 지정된 장소에 배출,면사무소에 신고 후 수수료를 납부하고 마대에 담아 지정된 장소에 배출,문전수거,수+목,월+목,수+목,20:00,05:00,20:00,20:00,20:00,05:00,09:00,16:00,법정공휴일+대체공휴일+토요일,성송면사무소,063-560-8323,2024-06-03,I,2025-12-15 16:20:32,2024-06-03 11:19:21
4781000,202447810000400041,전북특별자치도,고창군,없음,고창읍,거점수거,고창읍 단위농협,쓰레기 종량제 봉투에 넣어 지정된 요일에 배출,물기를 최대한 제거한 후 전용용기 배출,재활용품 분리수거대 또는 투명한 비닐봉투에 담아 지정된 장소에 배출,면사무소에 신고 후 수수료를 납부하고 마대에 담아 지정된 장소에 배출,문전수거,월+화+수+목+금,월+수+금,월+화+수+목+금,20:00,05:00,20:00,20:00,20:00,05:00,09:00,16:00,법정공휴일+대체공휴일+토요일,고창읍사무소,063-560-8133,2024-06-03,I,2025-12-15 16:20:32,2024-06-03 11:19:19
4781000,202447810000400493,전북특별자치도,고창군,없음,신림면,거점수거,신림면 노동 마을회관앞,쓰레기 종량제 봉투에 넣어 지정된 요일에 배출,물기를 최대한 제거한 후 전용용기 배출,재활용품 분리수거대 또는 투명한 비닐봉투에 담아 지정된 장소에 배출,면사무소에 신고 후 수수료를 납부하고 마대에 담아 지정된 장소에 배출,문전수거,월+화+수+목+금,월+금,월+화+수+목+금,20:00,05:00,20:00,20:00,20:00,05:00,09:00,16:00,법정공휴일+대체공휴일+토요일,신림면사무소,063-560-8487,2024-06-03,I,2025-12-15 16:20:32,2024-06-03 11:19:22
4781000,202447810000400456,전북특별자치도,고창군,없음,성송면,거점수거,성송면 관동 마을회관 앞,쓰레기 종량제 봉투에 넣어 지정된 요일에 배출,물기를 최대한 제거한 후 전용용기 배출,재활용품 분리수거대 또는 투명한 비닐봉투에 담아 지정된 장소에 배출,면사무소에 신고 후 수수료를 납부하고 마대에 담아 지정된 장소에 배출,문전수거,수+목+금,월+목,수+목+금,20:00,05:00,20:00,20:00,20:00,05:00,09:00,16:00,법정공휴일+대체공휴일+토요일,성송면사무소,063-560-8323,2024-06-03,I,2025-12-15 16:20:32,2024-06-03 11:19:21
4781000,202447810000400190,전북특별자치도,고창군,없음,고창읍,거점수거,고창읍 전봉준생가,쓰레기 종량제 봉투에 넣어 지정된 요일에 배출,물기를 최대한 제거한 후 전용용기 배출,재활용품 분리수거대 또는 투명한 비닐봉투에 담아 지정된 장소에 배출,면사무소에 신고 후 수수료를 납부하고 마대에 담아 지정된 장소에 배출,문전수거,월+화+수+목+금,화+목,월+화+수+목+금,20:00,05:00,20:00,20:00,20:00,05:00,09:00,16:00,법정공휴일+대체공휴일+토요일,고창읍사무소,063-560-8133,2024-06-03,I,2025-12-15 16:20:32,2024-06-03 11:19:20
4781000,202447810000400607,전북특별자치도,고창군,없음,해리면,거점수거,해리면 나산 마을회관 옆,쓰레기 종량제 봉투에 넣어 지정된 요일에 배출,물기를 최대한 제거한 후 전용용기 배출,재활용품 분리수거대 또는 투명한 비닐봉투에 담아 지정된 장소에 배출,면사무소에 신고 후 수수료를 납부하고 마대에 담아 지정된 장소에 배출,문전수거,수+목,화+금,수+목,20:00,05:00,20:00,20:00,20:00,05:00,09:00,16:00,법정공휴일+대체공휴일+토요일,해리면사무소,063-560-8305,2024-06-03,I,2025-12-15 16:20:32,2024-06-03 11:19:22
4781000,202447810000400658,전북특별자치도,고창군,없음,흥덕면,거점수거,흥덕면 제하 마을 성암촌 마을,쓰레기 종량제 봉투에 넣어 지정된 요일에 배출,물기를 최대한 제거한 후 전용용기 배출,재활용품 분리수거대 또는 투명한 비닐봉투에 담아 지정된 장소에 배출,면사무소에 신고 후 수수료를 납부하고 마대에 담아 지정된 장소에 배출,문전수거,월+화+목+금,월+수+금,월+화+목+금,20:00,05:00,20:00,20:00,20:00,05:00,09:00,16:00,법정공휴일+대체공휴일+토요일,흥덕면사무소,063-560-8429,2024-06-03,I,2025-12-15 16:20:32,2024-06-03 11:19:23
4781000,202447810000400265,전북특별자치도,고창군,없음,대산면,거점수거,대산면 청룡 마을회관 앞,쓰레기 종량제 봉투에 넣어 지정된 요일에 배출,물기를 최대한 제거한 후 전용용기 배출,재활용품 분리수거대 또는 투명한 비닐봉투에 담아 지정된 장소에 배출,면사무소에 신고 후 수수료를 납부하고 마대에 담아 지정된 장소에 배출,문전수거,월+화+수+목+금,월+목,월+화+수+목+금,20:00,05:00,20:00,20:00,20:00,05:00,09:00,16:00,법정공휴일+대체공휴일+토요일,대산면사무소,063-560-8365,2024-06-03,I,2025-12-15 16:20:32,2024-06-03 11:19:20
4781000,202447810000400044,전북특별자치도,고창군,없음,고창읍,거점수거,고창읍 고창여중,쓰레기 종량제 봉투에 넣어 지정된 요일에 배출,물기를 최대한 제거한 후 전용용기 배출,재활용품 분리수거대 또는 투명한 비닐봉투에 담아 지정된 장소에 배출,면사무소에 신고 후 수수료를 납부하고 마대에 담아 지정된 장소에 배출,문전수거,월+화+수+목+금,월+수+금,월+화+수+목+금,20:00,05:00,20:00,20:00,20:00,05:00,09:00,16:00,법정공휴일+대체공휴일+토요일,고창읍사무소,063-560-8133,2024-06-03,I,2025-12-15 16:20:32,2024-06-03 11:19:19
4781000,202447810000400507,전북특별자치도,고창군,없음,신림면,거점수거,신림면 농암 마을회관앞,쓰레기 종량제 봉투에 넣어 지정된 요일에 배출,물기를 최대한 제거한 후 전용용기 배출,재활용품 분리수거대 또는 투명한 비닐봉투에 담아 지정된 장소에 배출,면사무소에 신고 후 수수료를 납부하고 마대에 담아 지정된 장소에 배출,문전수거,월+화+수+목+금,월+금,월+화+수+목+금,20:00,05:00,20:00,20:00,20:00,05:00,09:00,16:00,법정공휴일+대체공휴일+토요일,신림면사무소,063-560-8487,2024-06-03,I,2025-12-15 16:20:32,2024-06-03 11:19:22
4781000,202447810000400231,전북특별자치도,고창군,없음,공음면,거점수거,공음면 하군경로당 앞,쓰레기 종량제 봉투에 넣어 지정된 요일에 배출,물기를 최대한 제거한 후 전용용기 배출,재활용품 분리수거대 또는 투명한 비닐봉투에 담아 지정된 장소에 배출,면사무소에 신고 후 수수료를 납부하고 마대에 담아 지정된 장소에 배출,문전수거,목,월+목,목,20:00,05:00,20:00,20:00,20:00,05:00,09:00,16:00,법정공휴일+대체공휴일+토요일,공음면사무소,063-560-8246,2024-06-03,I,2025-12-15 16:20:32,2024-06-03 11:19:20
4781000,202447810000400576,전북특별자치도,고창군,없음,해리면,거점수거,해리면 동시 마을 대로옆,쓰레기 종량제 봉투에 넣어 지정된 요일에 배출,물기를 최대한 제거한 후 전용용기 배출,재활용품 분리수거대 또는 투명한 비닐봉투에 담아 지정된 장소에 배출,면사무소에 신고 후 수수료를 납부하고 마대에 담아 지정된 장소에 배출,문전수거,월+화+수+목+금,화+금,월+화,20:00,05:00,20:00,20:00,20:00,05:00,09:00,16:00,법정공휴일+대체공휴일+토요일,해리면사무소,063-560-8305,2024-06-03,I,2025-12-15 16:20:32,2024-06-03 11:19:22
4781000,202447810000400385,전북특별자치도,고창군,없음,상하면,거점수거,상하면 용덕 마을회관 옆,쓰레기 종량제 봉투에 넣어 지정된 요일에 배출,물기를 최대한 제거한 후 전용용기 배출,재활용품 분리수거대 또는 투명한 비닐봉투에 담아 지정된 장소에 배출,면사무소에 신고 후 수수료를 납부하고 마대에 담아 지정된 장소에 배출,문전수거,월+화+수+목+금,화+금,월+화+수+목+금,20:00,05:00,20:00,20:00,20:00,05:00,09:00,16:00,법정공휴일+대체공휴일+토요일,상하면사무소,063-560-8263,2024-06-03,I,2025-12-15 16:20:32,2024-06-03 11:19:21
4781000,202447810000400011,전북특별자치도,고창군,없음,고수면,거점수거,고수면 학산 마을회관 앞,쓰레기 종량제 봉투에 넣어 지정된 요일에 배출,물기를 최대한 제거한 후 전용용기 배출,재활용품 분리수거대 또는 투명한 비닐봉투에 담아 지정된 장소에 배출,면사무소에 신고 후 수수료를 납부하고 마대에 담아 지정된 장소에 배출,문전수거,월+화+수+목+금,월+수+금,월+화+수+목+금,20:00,05:00,20:00,20:00,20:00,05:00,09:00,16:00,법정공휴일+대체공휴일+토요일,고수면사무소,063-560-8153,2024-06-03,I,2025-12-15 16:20:32,2024-06-03 11:19:19
4781000,202447810000400216,전북특별자치도,고창군,없음,고창읍,거점수거,고창읍 국악당,쓰레기 종량제 봉투에 넣어 지정된 요일에 배출,물기를 최대한 제거한 후 전용용기 배출,재활용품 분리수거대 또는 투명한 비닐봉투에 담아 지정된 장소에 배출,면사무소에 신고 후 수수료를 납부하고 마대에 담아 지정된 장소에 배출,문전수거,월+화+수+목+금,화+목,월+화+수+목+금,20:00,05:00,20:00,20:00,20:00,05:00,09:00,16:00,법정공휴일+대체공휴일+토요일,고창읍사무소,063-560-8133,2024-06-03,I,2025-12-15 16:20:32,2024-06-03 11:19:20
4781000,202447810000400201,전북특별자치도,고창군,없음,고창읍,거점수거,고창읍 대영가구,쓰레기 종량제 봉투에 넣어 지정된 요일에 배출,물기를 최대한 제거한 후 전용용기 배출,재활용품 분리수거대 또는 투명한 비닐봉투에 담아 지정된 장소에 배출,면사무소에 신고 후 수수료를 납부하고 마대에 담아 지정된 장소에 배출,문전수거,월+화+수+목+금,화+목,월+화+수+목+금,20:00,05:00,20:00,20:00,20:00,05:00,09:00,16:00,법정공휴일+대체공휴일+토요일,고창읍사무소,063-560-8133,2024-06-03,I,2025-12-15 16:20:32,2024-06-03 11:19:20
4781000,202447810000400266,전북특별자치도,고창군,없음,대산면,거점수거,대산면 장동 마을회관 앞,쓰레기 종량제 봉투에 넣어 지정된 요일에 배출,물기를 최대한 제거한 후 전용용기 배출,재활용품 분리수거대 또는 투명한 비닐봉투에 담아 지정된 장소에 배출,면사무소에 신고 후 수수료를 납부하고 마대에 담아 지정된 장소에 배출,문전수거,월+화+수+목+금,월+목,월+화+수+목+금,20:00,05:00,20:00,20:00,20:00,05:00,09:00,16:00,법정공휴일+대체공휴일+토요일,대산면사무소,063-560-8365,2024-06-03,I,2025-12-15 16:20:32,2024-06-03 11:19:20
4781000,202447810000400239,전북특별자치도,고창군,없음,공음면,거점수거,공음면 칠암리 565-4번지,쓰레기 종량제 봉투에 넣어 지정된 요일에 배출,물기를 최대한 제거한 후 전용용기 배출,재활용품 분리수거대 또는 투명한 비닐봉투에 담아 지정된 장소에 배출,면사무소에 신고 후 수수료를 납부하고 마대에 담아 지정된 장소에 배출,문전수거,월+화+수+목+금,월+목,월+화+수+목+금,20:00,05:00,20:00,20:00,20:00,05:00,09:00,16:00,법정공휴일+대체공휴일+토요일,공음면사무소,063-560-8246,2024-06-03,I,2025-12-15 16:20:32,2024-06-03 11:19:20
4781000,202447810000400200,전북특별자치도,고창군,없음,고창읍,거점수거,고창읍 하수처리장,쓰레기 종량제 봉투에 넣어 지정된 요일에 배출,물기를 최대한 제거한 후 전용용기 배출,재활용품 분리수거대 또는 투명한 비닐봉투에 담아 지정된 장소에 배출,면사무소에 신고 후 수수료를 납부하고 마대에 담아 지정된 장소에 배출,문전수거,월+화+수+목+금,화+목,월+화+수+목+금,20:00,05:00,20:00,20:00,20:00,05:00,09:00,16:00,법정공휴일+대체공휴일+토요일,고창읍사무소,063-560-8133,2024-06-03,I,2025-12-15 16:20:32,2024-06-03 11:19:20
4781000,202447810000400126,전북특별자치도,고창군,없음,고창읍,거점수거,고창읍 신성연립,쓰레기 종량제 봉투에 넣어 지정된 요일에 배출,물기를 최대한 제거한 후 전용용기 배출,재활용품 분리수거대 또는 투명한 비닐봉투에 담아 지정된 장소에 배출,면사무소에 신고 후 수수료를 납부하고 마대에 담아 지정된 장소에 배출,문전수거,월+화+수+목+금,화+목,월+화+수+목+금,20:00,05:00,20:00,20:00,20:00,05:00,09:00,16:00,법정공휴일+대체공휴일+토요일,고창읍사무소,063-560-8133,2024-06-03,I,2025-12-15 16:20:32,2024-06-03 11:19:20
4781000,202447810000400102,전북특별자치도,고창군,없음,고창읍,거점수거,고창읍 국제빌,쓰레기 종량제 봉투에 넣어 지정된 요일에 배출,물기를 최대한 제거한 후 전용용기 배출,재활용품 분리수거대 또는 투명한 비닐봉투에 담아 지정된 장소에 배출,면사무소에 신고 후 수수료를 납부하고 마대에 담아 지정된 장소에 배출,문전수거,월+화+수+목+금,화+목,월+화+수+목+금,20:00,05:00,20:00,20:00,20:00,05:00,09:00,16:00,법정공휴일+대체공휴일+토요일,고창읍사무소,063-560-8133,2024-06-03,I,2025-12-15 16:20:32,2024-06-03 11:19:20
4781000,202447810000400332,전북특별자치도,고창군,없음,무장면,거점수거,무장면 송현마을회관 앞,쓰레기 종량제 봉투에 넣어 지정된 요일에 배출,물기를 최대한 제거한 후 전용용기 배출,재활용품 분리수거대 또는 투명한 비닐봉투에 담아 지정된 장소에 배출,면사무소에 신고 후 수수료를 납부하고 마대에 담아 지정된 장소에 배출,문전수거,월+화+수+목+금,월+수+금,월+화+수+목+금,20:00,05:00,20:00,20:00,20:00,05:00,09:00,16:00,법정공휴일+대체공휴일+토요일,무장면사무소,063-560-8203,2024-06-03,I,2025-12-15 16:20:32,2024-06-03 11:19:21
4781000,202447810000400339,전북특별자치도,고창군,없음,무장면,거점수거,무장면 금정마을회관 앞,쓰레기 종량제 봉투에 넣어 지정된 요일에 배출,물기를 최대한 제거한 후 전용용기 배출,재활용품 분리수거대 또는 투명한 비닐봉투에 담아 지정된 장소에 배출,면사무소에 신고 후 수수료를 납부하고 마대에 담아 지정된 장소에 배출,문전수거,월+화+수+목+금,월+수+금,월+화+수+목+금,20:00,05:00,20:00,20:00,20:00,05:00,09:00,16:00,법정공휴일+대체공휴일+토요일,무장면사무소,063-560-8203,2024-06-03,I,2025-12-15 16:20:32,2024-06-03 11:19:21
4781000,202447810000400531,전북특별자치도,고창군,없음,심원면,거점수거,심원면 정동 마을회관 앞,쓰레기 종량제 봉투에 넣어 지정된 요일에 배출,물기를 최대한 제거한 후 전용용기 배출,재활용품 분리수거대 또는 투명한 비닐봉투에 담아 지정된 장소에 배출,면사무소에 신고 후 수수료를 납부하고 마대에 담아 지정된 장소에 배출,문전수거,월+목,화+금,월+목,20:00,05:00,20:00,20:00,20:00,05:00,09:00,16:00,법정공휴일+대체공휴일+토요일,심원면사무소,063-560-8383,2024-06-03,I,2025-12-15 16:20:32,2024-06-03 11:19:22
4781000,202447810000400425,전북특별자치도,고창군,없음,성내면,거점수거,성내면 장수 마을회관옆,쓰레기 종량제 봉투에 넣어 지정된 요일에 배출,물기를 최대한 제거한 후 전용용기 배출,재활용품 분리수거대 또는 투명한 비닐봉투에 담아 지정된 장소에 배출,면사무소에 신고 후 수수료를 납부하고 마대에 담아 지정된 장소에 배출,문전수거,월+화+수+목+금,월+금,월+화+수+목+금,20:00,05:00,20:00,20:00,20:00,05:00,09:00,16:00,법정공휴일+대체공휴일+토요일,성내면사무소,063-560-8443,2024-06-03,I,2025-12-15 16:20:32,2024-06-03 11:19:21
4781000,202447810000400448,전북특별자치도,고창군,없음,성내면,거점수거,성내면 석양 마을회관옆,쓰레기 종량제 봉투에 넣어 지정된 요일에 배출,물기를 최대한 제거한 후 전용용기 배출,재활용품 분리수거대 또는 투명한 비닐봉투에 담아 지정된 장소에 배출,면사무소에 신고 후 수수료를 납부하고 마대에 담아 지정된 장소에 배출,문전수거,월+화+수+목+금,월+금,월+화+수+목+금,20:00,05:00,20:00,20:00,20:00,05:00,09:00,16:00,법정공휴일+대체공휴일+토요일,성내면사무소,063-560-8443,2024-06-03,I,2025-12-15 16:20:32,2024-06-03 11:19:21
4781000,202447810000400350,전북특별자치도,고창군,없음,부안면,거점수거,부안면 덕흥 마을회관앞,쓰레기 종량제 봉투에 넣어 지정된 요일에 배출,물기를 최대한 제거한 후 전용용기 배출,재활용품 분리수거대 또는 투명한 비닐봉투에 담아 지정된 장소에 배출,면사무소에 신고 후 수수료를 납부하고 마대에 담아 지정된 장소에 배출,문전수거,월+화+수+목+금,화+목,월+화+수+목+금,20:00,05:00,20:00,20:00,20:00,05:00,09:00,16:00,법정공휴일+대체공휴일+토요일,부안면사무소,063-560-8516,2024-06-03,I,2025-12-15 16:20:32,2024-06-03 11:19:21
4781000,202447810000400029,전북특별자치도,고창군,없음,고수면,거점수거,고수면 예촌 마을회관 앞,쓰레기 종량제 봉투에 넣어 지정된 요일에 배출,물기를 최대한 제거한 후 전용용기 배출,재활용품 분리수거대 또는 투명한 비닐봉투에 담아 지정된 장소에 배출,면사무소에 신고 후 수수료를 납부하고 마대에 담아 지정된 장소에 배출,문전수거,월+화+수+목+금,월+수+금,월+화+수+목+금,20:00,05:00,20:00,20:00,20:00,05:00,09:00,16:00,법정공휴일+대체공휴일+토요일,고수면사무소,063-560-8153,2024-06-03,I,2025-12-15 16:20:32,2024-06-03 11:19:19
4781000,202447810000400214,전북특별자치도,고창군,없음,고창읍,거점수거,고창읍 상원아파트,쓰레기 종량제 봉투에 넣어 지정된 요일에 배출,물기를 최대한 제거한 후 전용용기 배출,재활용품 분리수거대 또는 투명한 비닐봉투에 담아 지정된 장소에 배출,면사무소에 신고 후 수수료를 납부하고 마대에 담아 지정된 장소에 배출,문전수거,월+화+수+목+금,화+목,월+화+수+목+금,20:00,05:00,20:00,20:00,20:00,05:00,09:00,16:00,법정공휴일+대체공휴일+토요일,고창읍사무소,063-560-8133,2024-06-03,I,2025-12-15 16:20:32,2024-06-03 11:19:20
4781000,202447810000400224,전북특별자치도,고창군,없음,고창읍,거점수거,고창읍 남흥동,쓰레기 종량제 봉투에 넣어 지정된 요일에 배출,물기를 최대한 제거한 후 전용용기 배출,재활용품 분리수거대 또는 투명한 비닐봉투에 담아 지정된 장소에 배출,면사무소에 신고 후 수수료를 납부하고 마대에 담아 지정된 장소에 배출,문전수거,월+화+수+목+금,화+목,월+화+수+목+금,20:00,05:00,20:00,20:00,20:00,05:00,09:00,16:00,법정공휴일+대체공휴일+토요일,고창읍사무소,063-560-8133,2024-06-03,I,2025-12-15 16:20:32,2024-06-03 11:19:20
4781000,202447810000400387,전북특별자치도,고창군,없음,상하면,거점수거,상하면 송라 마을회관 옆,쓰레기 종량제 봉투에 넣어 지정된 요일에 배출,물기를 최대한 제거한 후 전용용기 배출,재활용품 분리수거대 또는 투명한 비닐봉투에 담아 지정된 장소에 배출,면사무소에 신고 후 수수료를 납부하고 마대에 담아 지정된 장소에 배출,문전수거,월+화+수+목+금,화+금,월+화+수+목+금,20:00,05:00,20:00,20:00,20:00,05:00,09:00,16:00,법정공휴일+대체공휴일+토요일,상하면사무소,063-560-8263,2024-06-03,I,2025-12-15 16:20:32,2024-06-03 11:19:21
